scenario,pd_2,qd_2,pd_3,qd_3,pd_4,qd_4,pd_5,qd_5,pd_6,qd_6,pd_7,qd_7,pd_8,qd_8,pd_9,qd_9,pd_10,qd_10,pd_11,qd_11,pd_12,qd_12,pd_13,qd_13,pd_14,qd_14,pd_15,qd_15,pd_16,qd_16,pd_17,qd_17,pd_18,qd_18,pd_19,qd_19,pd_20,qd_20,pd_21,qd_21,pd_22,qd_22,pd_23,qd_23,pd_24,qd_24,pd_25,qd_25,pd_26,qd_26,pd_27,qd_27,pd_28,qd_28,pd_29,qd_29,pd_30,qd_30,pd_31,qd_31,pd_32,qd_32,pd_33,qd_33
1,0.0566971736204576,0.0340183041722746,0.0510274562584118,0.022678869448183,0.0680366083445491,0.0453577388963661,0.0340183041722746,0.0170091520861373,0.0340183041722746,0.0113394347240915,0.113394347240915,0.0566971736204576,0.113394347240915,0.0566971736204576,0.0340183041722746,0.0113394347240915,0.0340183041722746,0.0113394347240915,0.0255137281292059,0.0170091520861373,0.0340183041722746,0.0198440107671602,0.0340183041722746,0.0198440107671602,0.0680366083445491,0.0453577388963661,0.0340183041722746,0.00566971736204576,0.0340183041722746,0.0113394347240915,0.0340183041722746,0.0113394347240915,0.0510274562584118,0.022678869448183,0.0510274562584118,0.022678869448183,0.0510274562584118,0.022678869448183,0.0510274562584118,0.022678869448183,0.0510274562584118,0.022678869448183,0.0510274562584118,0.0283485868102288,0.238128129205922,0.113394347240915,0.238128129205922,0.113394347240915,0.0340183041722746,0.0141742934051144,0.0340183041722746,0.0141742934051144,0.0340183041722746,0.0113394347240915,0.0680366083445491,0.0396880215343203,0.113394347240915,0.340183041722746,0.0850457604306864,0.0396880215343203,0.119064064602961,0.0566971736204576,0.0340183041722746,0.022678869448183
2,0.056561686855092,0.0339370121130552,0.0509055181695828,0.0226246747420368,0.0678740242261104,0.0452493494840736,0.0339370121130552,0.0169685060565276,0.0339370121130552,0.0113123373710184,0.113123373710184,0.056561686855092,0.113123373710184,0.056561686855092,0.0339370121130552,0.0113123373710184,0.0339370121130552,0.0113123373710184,0.0254527590847914,0.0169685060565276,0.0339370121130552,0.0197965903992822,0.0339370121130552,0.0197965903992822,0.0678740242261104,0.0452493494840736,0.0339370121130552,0.0056561686855092,0.0339370121130552,0.0113123373710184,0.0339370121130552,0.0113123373710184,0.0509055181695828,0.0226246747420368,0.0509055181695828,0.0226246747420368,0.0509055181695828,0.0226246747420368,0.0509055181695828,0.0226246747420368,0.0509055181695828,0.0226246747420368,0.0509055181695828,0.028280843427546,0.237559084791386,0.113123373710184,0.237559084791386,0.113123373710184,0.0339370121130552,0.014140421713773,0.0339370121130552,0.014140421713773,0.0339370121130552,0.0113123373710184,0.0678740242261104,0.0395931807985644,0.113123373710184,0.339370121130552,0.084842530282638,0.0395931807985644,0.118779542395693,0.056561686855092,0.0339370121130552,0.0226246747420368
3,0.0564262000897263,0.0338557200538358,0.0507835800807537,0.0225704800358905,0.0677114401076715,0.045140960071781,0.0338557200538358,0.0169278600269179,0.0338557200538358,0.0112852400179453,0.112852400179453,0.0564262000897263,0.112852400179453,0.0564262000897263,0.0338557200538358,0.0112852400179453,0.0338557200538358,0.0112852400179453,0.0253917900403768,0.0169278600269179,0.0338557200538358,0.0197491700314042,0.0338557200538358,0.0197491700314042,0.0677114401076715,0.045140960071781,0.0338557200538358,0.00564262000897263,0.0338557200538358,0.0112852400179453,0.0338557200538358,0.0112852400179453,0.0507835800807537,0.0225704800358905,0.0507835800807537,0.0225704800358905,0.0507835800807537,0.0225704800358905,0.0507835800807537,0.0225704800358905,0.0507835800807537,0.0225704800358905,0.0507835800807537,0.0282131000448631,0.23699004037685,0.112852400179453,0.23699004037685,0.112852400179453,0.0338557200538358,0.0141065500224316,0.0338557200538358,0.0141065500224316,0.0338557200538358,0.0112852400179453,0.0677114401076715,0.0394983400628084,0.112852400179453,0.338557200538358,0.0846393001345894,0.0394983400628084,0.118495020188425,0.0564262000897263,0.0338557200538358,0.0225704800358905
4,0.0562907133243607,0.0337744279946164,0.0506616419919246,0.0225162853297443,0.0675488559892328,0.0450325706594886,0.0337744279946164,0.0168872139973082,0.0337744279946164,0.0112581426648721,0.112581426648721,0.0562907133243607,0.112581426648721,0.0562907133243607,0.0337744279946164,0.0112581426648721,0.0337744279946164,0.0112581426648721,0.0253308209959623,0.0168872139973082,0.0337744279946164,0.0197017496635262,0.0337744279946164,0.0197017496635262,0.0675488559892328,0.0450325706594886,0.0337744279946164,0.00562907133243607,0.0337744279946164,0.0112581426648721,0.0337744279946164,0.0112581426648721,0.0506616419919246,0.0225162853297443,0.0506616419919246,0.0225162853297443,0.0506616419919246,0.0225162853297443,0.0506616419919246,0.0225162853297443,0.0506616419919246,0.0225162853297443,0.0506616419919246,0.0281453566621803,0.236420995962315,0.112581426648721,0.236420995962315,0.112581426648721,0.0337744279946164,0.0140726783310902,0.0337744279946164,0.0140726783310902,0.0337744279946164,0.0112581426648721,0.0675488559892328,0.0394034993270525,0.112581426648721,0.337744279946164,0.084436069986541,0.0394034993270525,0.118210497981157,0.0562907133243607,0.0337744279946164,0.0225162853297443
5,0.0560062808434276,0.0336037685060566,0.0504056527590848,0.022402512337371,0.0672075370121131,0.0448050246747421,0.0336037685060566,0.0168018842530283,0.0336037685060566,0.0112012561686855,0.112012561686855,0.0560062808434276,0.112012561686855,0.0560062808434276,0.0336037685060566,0.0112012561686855,0.0336037685060566,0.0112012561686855,0.0252028263795424,0.0168018842530283,0.0336037685060566,0.0196021982951997,0.0336037685060566,0.0196021982951997,0.0672075370121131,0.0448050246747421,0.0336037685060566,0.00560062808434276,0.0336037685060566,0.0112012561686855,0.0336037685060566,0.0112012561686855,0.0504056527590848,0.022402512337371,0.0504056527590848,0.022402512337371,0.0504056527590848,0.022402512337371,0.0504056527590848,0.022402512337371,0.0504056527590848,0.022402512337371,0.0504056527590848,0.0280031404217138,0.235226379542396,0.112012561686855,0.235226379542396,0.112012561686855,0.0336037685060566,0.0140015702108569,0.0336037685060566,0.0140015702108569,0.0336037685060566,0.0112012561686855,0.0672075370121131,0.0392043965903993,0.112012561686855,0.336037685060566,0.0840094212651414,0.0392043965903993,0.117613189771198,0.0560062808434276,0.0336037685060566,0.022402512337371
6,0.0557218483624944,0.0334331090174966,0.050149663526245,0.0222887393449978,0.0668662180349933,0.0445774786899955,0.0334331090174966,0.0167165545087483,0.0334331090174966,0.0111443696724989,0.111443696724989,0.0557218483624944,0.111443696724989,0.0557218483624944,0.0334331090174966,0.0111443696724989,0.0334331090174966,0.0111443696724989,0.0250748317631225,0.0167165545087483,0.0334331090174966,0.019502646926873,0.0334331090174966,0.019502646926873,0.0668662180349933,0.0445774786899955,0.0334331090174966,0.00557218483624944,0.0334331090174966,0.0111443696724989,0.0334331090174966,0.0111443696724989,0.050149663526245,0.0222887393449978,0.050149663526245,0.0222887393449978,0.050149663526245,0.0222887393449978,0.050149663526245,0.0222887393449978,0.050149663526245,0.0222887393449978,0.050149663526245,0.0278609241812472,0.234031763122476,0.111443696724989,0.234031763122476,0.111443696724989,0.0334331090174966,0.0139304620906236,0.0334331090174966,0.0139304620906236,0.0334331090174966,0.0111443696724989,0.0668662180349933,0.0390052938537461,0.111443696724989,0.334331090174966,0.0835827725437416,0.0390052938537461,0.117015881561238,0.0557218483624944,0.0334331090174966,0.0222887393449978
7,0.0554374158815612,0.0332624495289367,0.0498936742934051,0.0221749663526245,0.0665248990578734,0.044349932705249,0.0332624495289367,0.0166312247644684,0.0332624495289367,0.0110874831763122,0.110874831763122,0.0554374158815612,0.110874831763122,0.0554374158815612,0.0332624495289367,0.0110874831763122,0.0332624495289367,0.0110874831763122,0.0249468371467025,0.0166312247644684,0.0332624495289367,0.0194030955585464,0.0332624495289367,0.0194030955585464,0.0665248990578734,0.044349932705249,0.0332624495289367,0.00554374158815612,0.0332624495289367,0.0110874831763122,0.0332624495289367,0.0110874831763122,0.0498936742934051,0.0221749663526245,0.0498936742934051,0.0221749663526245,0.0498936742934051,0.0221749663526245,0.0498936742934051,0.0221749663526245,0.0498936742934051,0.0221749663526245,0.0498936742934051,0.0277187079407806,0.232837146702557,0.110874831763122,0.232837146702557,0.110874831763122,0.0332624495289367,0.0138593539703903,0.0332624495289367,0.0138593539703903,0.0332624495289367,0.0110874831763122,0.0665248990578734,0.0388061911170928,0.110874831763122,0.332624495289367,0.0831561238223418,0.0388061911170928,0.116418573351279,0.0554374158815612,0.0332624495289367,0.0221749663526245
8,0.0505392552714222,0.0303235531628533,0.04548532974428,0.0202157021085689,0.0606471063257066,0.0404314042171378,0.0303235531628533,0.0151617765814267,0.0303235531628533,0.0101078510542844,0.101078510542844,0.0505392552714222,0.101078510542844,0.0505392552714222,0.0303235531628533,0.0101078510542844,0.0303235531628533,0.0101078510542844,0.02274266487214,0.0151617765814267,0.0303235531628533,0.0176887393449978,0.0303235531628533,0.0176887393449978,0.0606471063257066,0.0404314042171378,0.0303235531628533,0.00505392552714222,0.0303235531628533,0.0101078510542844,0.0303235531628533,0.0101078510542844,0.04548532974428,0.0202157021085689,0.04548532974428,0.0202157021085689,0.04548532974428,0.0202157021085689,0.04548532974428,0.0202157021085689,0.04548532974428,0.0202157021085689,0.04548532974428,0.0252696276357111,0.212264872139973,0.101078510542844,0.212264872139973,0.101078510542844,0.0303235531628533,0.0126348138178556,0.0303235531628533,0.0126348138178556,0.0303235531628533,0.0101078510542844,0.0606471063257066,0.0353774786899955,0.101078510542844,0.303235531628533,0.0758088829071333,0.0353774786899955,0.106132436069987,0.0505392552714222,0.0303235531628533,0.0202157021085689
9,0.0456410946612831,0.0273846567967699,0.0410769851951548,0.0182564378645132,0.0547693135935397,0.0365128757290265,0.0273846567967699,0.0136923283983849,0.0273846567967699,0.00912821893225662,0.0912821893225662,0.0456410946612831,0.0912821893225662,0.0456410946612831,0.0273846567967699,0.00912821893225662,0.0273846567967699,0.00912821893225662,0.0205384925975774,0.0136923283983849,0.0273846567967699,0.0159743831314491,0.0273846567967699,0.0159743831314491,0.0547693135935397,0.0365128757290265,0.0273846567967699,0.00456410946612831,0.0273846567967699,0.00912821893225662,0.0273846567967699,0.00912821893225662,0.0410769851951548,0.0182564378645132,0.0410769851951548,0.0182564378645132,0.0410769851951548,0.0182564378645132,0.0410769851951548,0.0182564378645132,0.0410769851951548,0.0182564378645132,0.0410769851951548,0.0228205473306416,0.191692597577389,0.0912821893225662,0.191692597577389,0.0912821893225662,0.0273846567967699,0.0114102736653208,0.0273846567967699,0.0114102736653208,0.0273846567967699,0.00912821893225662,0.0547693135935397,0.0319487662628982,0.0912821893225662,0.273846567967699,0.0684616419919246,0.0319487662628982,0.0958462987886945,0.0456410946612831,0.0273846567967699,0.0182564378645132
10,0.040742934051144,0.0244457604306864,0.0366686406460296,0.0162971736204576,0.0488915208613728,0.0325943472409152,0.0244457604306864,0.0122228802153432,0.0244457604306864,0.0081485868102288,0.081485868102288,0.040742934051144,0.081485868102288,0.040742934051144,0.0244457604306864,0.0081485868102288,0.0244457604306864,0.0081485868102288,0.0183343203230148,0.0122228802153432,0.0244457604306864,0.0142600269179004,0.0244457604306864,0.0142600269179004,0.0488915208613728,0.0325943472409152,0.0244457604306864,0.0040742934051144,0.0244457604306864,0.0081485868102288,0.0244457604306864,0.0081485868102288,0.0366686406460296,0.0162971736204576,0.0366686406460296,0.0162971736204576,0.0366686406460296,0.0162971736204576,0.0366686406460296,0.0162971736204576,0.0366686406460296,0.0162971736204576,0.0366686406460296,0.020371467025572,0.171120323014805,0.081485868102288,0.171120323014805,0.081485868102288,0.0244457604306864,0.010185733512786,0.0244457604306864,0.010185733512786,0.0244457604306864,0.0081485868102288,0.0488915208613728,0.0285200538358008,0.081485868102288,0.244457604306864,0.061114401076716,0.0285200538358008,0.0855601615074024,0.040742934051144,0.0244457604306864,0.0162971736204576
