scenario,pd_2,qd_2,pd_3,qd_3,pd_4,qd_4,pd_5,qd_5,pd_6,qd_6,pd_7,qd_7,pd_8,qd_8,pd_9,qd_9,pd_10,qd_10,pd_11,qd_11,pd_12,qd_12,pd_13,qd_13,pd_14,qd_14,pd_15,qd_15,pd_16,qd_16,pd_17,qd_17,pd_18,qd_18,pd_19,qd_19,pd_20,qd_20,pd_21,qd_21,pd_22,qd_22,pd_23,qd_23,pd_24,qd_24,pd_25,qd_25,pd_26,qd_26,pd_27,qd_27,pd_28,qd_28,pd_29,qd_29,pd_30,qd_30,pd_31,qd_31,pd_32,qd_32,pd_33,qd_33
1,0.0874436743272646,0.0524662045963588,0.0786993068945381,0.0349774697309058,0.104932409192718,0.0699549394618117,0.0524662045963588,0.0262331022981794,0.0524662045963588,0.0174887348654529,0.174887348654529,0.0874436743272646,0.174887348654529,0.0874436743272646,0.0524662045963588,0.0174887348654529,0.0524662045963588,0.0174887348654529,0.0393496534472691,0.0262331022981794,0.0524662045963588,0.0306052860145426,0.0524662045963588,0.0306052860145426,0.104932409192718,0.0699549394618117,0.0524662045963588,0.00874436743272646,0.0524662045963588,0.0174887348654529,0.0524662045963588,0.0174887348654529,0.0786993068945381,0.0349774697309058,0.0786993068945381,0.0349774697309058,0.0786993068945381,0.0349774697309058,0.0786993068945381,0.0349774697309058,0.0786993068945381,0.0349774697309058,0.0786993068945381,0.0437218371636323,0.367263432174511,0.174887348654529,0.367263432174511,0.174887348654529,0.0524662045963588,0.0218609185818162,0.0524662045963588,0.0218609185818162,0.0524662045963588,0.0174887348654529,0.104932409192718,0.0612105720290852,0.174887348654529,0.524662045963588,0.131165511490897,0.0612105720290852,0.183631716087256,0.0874436743272646,0.0524662045963588,0.0349774697309058
2,0.0895249531827607,0.0537149719096564,0.0805724578644846,0.0358099812731043,0.107429943819313,0.0716199625462086,0.0537149719096564,0.0268574859548282,0.0537149719096564,0.0179049906365521,0.179049906365521,0.0895249531827607,0.179049906365521,0.0895249531827607,0.0537149719096564,0.0179049906365521,0.0537149719096564,0.0179049906365521,0.0402862289322423,0.0268574859548282,0.0537149719096564,0.0313337336139662,0.0537149719096564,0.0313337336139662,0.107429943819313,0.0716199625462086,0.0537149719096564,0.00895249531827607,0.0537149719096564,0.0179049906365521,0.0537149719096564,0.0179049906365521,0.0805724578644846,0.0358099812731043,0.0805724578644846,0.0358099812731043,0.0805724578644846,0.0358099812731043,0.0805724578644846,0.0358099812731043,0.0805724578644846,0.0358099812731043,0.0805724578644846,0.0447624765913804,0.376004803367595,0.179049906365521,0.376004803367595,0.179049906365521,0.0537149719096564,0.0223812382956902,0.0537149719096564,0.0223812382956902,0.0537149719096564,0.0179049906365521,0.107429943819313,0.0626674672279325,0.179049906365521,0.537149719096564,0.134287429774141,0.0626674672279325,0.188002401683797,0.0895249531827607,0.0537149719096564,0.0358099812731043
3,0.074534932255205,0.044720959353123,0.0670814390296845,0.029813972902082,0.089441918706246,0.059627945804164,0.044720959353123,0.0223604796765615,0.044720959353123,0.014906986451041,0.14906986451041,0.074534932255205,0.14906986451041,0.074534932255205,0.044720959353123,0.014906986451041,0.044720959353123,0.014906986451041,0.0335407195148422,0.0223604796765615,0.044720959353123,0.0260872262893218,0.044720959353123,0.0260872262893218,0.089441918706246,0.059627945804164,0.044720959353123,0.0074534932255205,0.044720959353123,0.014906986451041,0.044720959353123,0.014906986451041,0.0670814390296845,0.029813972902082,0.0670814390296845,0.029813972902082,0.0670814390296845,0.029813972902082,0.0670814390296845,0.029813972902082,0.0670814390296845,0.029813972902082,0.0670814390296845,0.0372674661276025,0.313046715471861,0.14906986451041,0.313046715471861,0.14906986451041,0.044720959353123,0.0186337330638013,0.044720959353123,0.0186337330638013,0.044720959353123,0.014906986451041,0.089441918706246,0.0521744525786435,0.14906986451041,0.44720959353123,0.111802398382807,0.0521744525786435,0.15652335773593,0.074534932255205,0.044720959353123,0.029813972902082
4,0.063122869278641,0.0378737215671846,0.0568105823507769,0.0252491477114564,0.0757474431343692,0.0504982954229128,0.0378737215671846,0.0189368607835923,0.0378737215671846,0.0126245738557282,0.126245738557282,0.063122869278641,0.126245738557282,0.063122869278641,0.0378737215671846,0.0126245738557282,0.0378737215671846,0.0126245738557282,0.0284052911753884,0.0189368607835923,0.0378737215671846,0.0220930042475244,0.0378737215671846,0.0220930042475244,0.0757474431343692,0.0504982954229128,0.0378737215671846,0.0063122869278641,0.0378737215671846,0.0126245738557282,0.0378737215671846,0.0126245738557282,0.0568105823507769,0.0252491477114564,0.0568105823507769,0.0252491477114564,0.0568105823507769,0.0252491477114564,0.0568105823507769,0.0252491477114564,0.0568105823507769,0.0252491477114564,0.0568105823507769,0.0315614346393205,0.265116050970292,0.126245738557282,0.265116050970292,0.126245738557282,0.0378737215671846,0.0157807173196603,0.0378737215671846,0.0157807173196603,0.0378737215671846,0.0126245738557282,0.0757474431343692,0.0441860084950487,0.126245738557282,0.378737215671846,0.0946843039179615,0.0441860084950487,0.132558025485146,0.063122869278641,0.0378737215671846,0.0252491477114564
5,0.0572734175985392,0.0343640505591235,0.0515460758386853,0.0229093670394157,0.068728101118247,0.0458187340788314,0.0343640505591235,0.0171820252795618,0.0343640505591235,0.0114546835197078,0.114546835197078,0.0572734175985392,0.114546835197078,0.0572734175985392,0.0343640505591235,0.0114546835197078,0.0343640505591235,0.0114546835197078,0.0257730379193426,0.0171820252795618,0.0343640505591235,0.0200456961594887,0.0343640505591235,0.0200456961594887,0.068728101118247,0.0458187340788314,0.0343640505591235,0.00572734175985392,0.0343640505591235,0.0114546835197078,0.0343640505591235,0.0114546835197078,0.0515460758386853,0.0229093670394157,0.0515460758386853,0.0229093670394157,0.0515460758386853,0.0229093670394157,0.0515460758386853,0.0229093670394157,0.0515460758386853,0.0229093670394157,0.0515460758386853,0.0286367087992696,0.240548353913865,0.114546835197078,0.240548353913865,0.114546835197078,0.0343640505591235,0.0143183543996348,0.0343640505591235,0.0143183543996348,0.0343640505591235,0.0114546835197078,0.068728101118247,0.0400913923189774,0.114546835197078,0.343640505591235,0.0859101263978088,0.0400913923189774,0.120274176956932,0.0572734175985392,0.0343640505591235,0.0229093670394157
6,0.0617322124824457,0.0370393274894674,0.0555589912342011,0.0246928849929783,0.0740786549789348,0.0493857699859566,0.0370393274894674,0.0185196637447337,0.0370393274894674,0.0123464424964891,0.123464424964891,0.0617322124824457,0.123464424964891,0.0617322124824457,0.0370393274894674,0.0123464424964891,0.0370393274894674,0.0123464424964891,0.0277794956171006,0.0185196637447337,0.0370393274894674,0.021606274368856,0.0370393274894674,0.021606274368856,0.0740786549789348,0.0493857699859566,0.0370393274894674,0.00617322124824457,0.0370393274894674,0.0123464424964891,0.0370393274894674,0.0123464424964891,0.0555589912342011,0.0246928849929783,0.0555589912342011,0.0246928849929783,0.0555589912342011,0.0246928849929783,0.0555589912342011,0.0246928849929783,0.0555589912342011,0.0246928849929783,0.0555589912342011,0.0308661062412229,0.259275292426272,0.123464424964891,0.259275292426272,0.123464424964891,0.0370393274894674,0.0154330531206114,0.0370393274894674,0.0154330531206114,0.0370393274894674,0.0123464424964891,0.0740786549789348,0.043212548737712,0.123464424964891,0.370393274894674,0.0925983187236686,0.043212548737712,0.129637646213136,0.0617322124824457,0.0370393274894674,0.0246928849929783
7,0.0456731135794989,0.0274038681476993,0.041105802221549,0.0182692454317996,0.0548077362953987,0.0365384908635991,0.0274038681476993,0.0137019340738497,0.0274038681476993,0.00913462271589978,0.0913462271589978,0.0456731135794989,0.0913462271589978,0.0456731135794989,0.0274038681476993,0.00913462271589978,0.0274038681476993,0.00913462271589978,0.0205529011107745,0.0137019340738497,0.0274038681476993,0.0159855897528246,0.0274038681476993,0.0159855897528246,0.0548077362953987,0.0365384908635991,0.0274038681476993,0.00456731135794989,0.0274038681476993,0.00913462271589978,0.0274038681476993,0.00913462271589978,0.041105802221549,0.0182692454317996,0.041105802221549,0.0182692454317996,0.041105802221549,0.0182692454317996,0.041105802221549,0.0182692454317996,0.041105802221549,0.0182692454317996,0.041105802221549,0.0228365567897495,0.191827077033895,0.0913462271589978,0.191827077033895,0.0913462271589978,0.0274038681476993,0.0114182783948747,0.0274038681476993,0.0114182783948747,0.0274038681476993,0.00913462271589978,0.0548077362953987,0.0319711795056492,0.0913462271589978,0.274038681476993,0.0685096703692483,0.0319711795056492,0.0959135385169477,0.0456731135794989,0.0274038681476993,0.0182692454317996
8,0.0480722457508518,0.0288433474505111,0.0432650211757666,0.0192288983003407,0.0576866949010222,0.0384577966006814,0.0288433474505111,0.0144216737252555,0.0288433474505111,0.00961444915017036,0.0961444915017036,0.0480722457508518,0.0961444915017036,0.0480722457508518,0.0288433474505111,0.00961444915017036,0.0288433474505111,0.00961444915017036,0.0216325105878833,0.0144216737252555,0.0288433474505111,0.0168252860127981,0.0288433474505111,0.0168252860127981,0.0576866949010222,0.0384577966006814,0.0288433474505111,0.00480722457508518,0.0288433474505111,0.00961444915017036,0.0288433474505111,0.00961444915017036,0.0432650211757666,0.0192288983003407,0.0432650211757666,0.0192288983003407,0.0432650211757666,0.0192288983003407,0.0432650211757666,0.0192288983003407,0.0432650211757666,0.0192288983003407,0.0432650211757666,0.0240361228754259,0.201903432153578,0.0961444915017036,0.201903432153578,0.0961444915017036,0.0288433474505111,0.012018061437713,0.0288433474505111,0.012018061437713,0.0288433474505111,0.00961444915017036,0.0576866949010222,0.0336505720255963,0.0961444915017036,0.288433474505111,0.0721083686262777,0.0336505720255963,0.100951716076789,0.0480722457508518,0.0288433474505111,0.0192288983003407
9,0.0552024849380545,0.0331214909628327,0.049682236444249,0.0220809939752218,0.0662429819256654,0.0441619879504436,0.0331214909628327,0.0165607454814163,0.0331214909628327,0.0110404969876109,0.110404969876109,0.0552024849380545,0.110404969876109,0.0552024849380545,0.0331214909628327,0.0110404969876109,0.0331214909628327,0.0110404969876109,0.0248411182221245,0.0165607454814163,0.0331214909628327,0.0193208697283191,0.0331214909628327,0.0193208697283191,0.0662429819256654,0.0441619879504436,0.0331214909628327,0.00552024849380545,0.0331214909628327,0.0110404969876109,0.0331214909628327,0.0110404969876109,0.049682236444249,0.0220809939752218,0.049682236444249,0.0220809939752218,0.049682236444249,0.0220809939752218,0.049682236444249,0.0220809939752218,0.049682236444249,0.0220809939752218,0.049682236444249,0.0276012424690272,0.231850436739829,0.110404969876109,0.231850436739829,0.110404969876109,0.0331214909628327,0.0138006212345136,0.0331214909628327,0.0138006212345136,0.0331214909628327,0.0110404969876109,0.0662429819256654,0.0386417394566382,0.110404969876109,0.331214909628327,0.0828037274070817,0.0386417394566382,0.115925218369914,0.0552024849380545,0.0331214909628327,0.0220809939752218
10,0.0575046167089946,0.0345027700253968,0.0517541550380951,0.0230018466835978,0.0690055400507935,0.0460036933671957,0.0345027700253968,0.0172513850126984,0.0345027700253968,0.0115009233417989,0.115009233417989,0.0575046167089946,0.115009233417989,0.0575046167089946,0.0345027700253968,0.0115009233417989,0.0345027700253968,0.0115009233417989,0.0258770775190476,0.0172513850126984,0.0345027700253968,0.0201266158481481,0.0345027700253968,0.0201266158481481,0.0690055400507935,0.0460036933671957,0.0345027700253968,0.00575046167089946,0.0345027700253968,0.0115009233417989,0.0345027700253968,0.0115009233417989,0.0517541550380951,0.0230018466835978,0.0517541550380951,0.0230018466835978,0.0517541550380951,0.0230018466835978,0.0517541550380951,0.0230018466835978,0.0517541550380951,0.0230018466835978,0.0517541550380951,0.0287523083544973,0.241519390177777,0.115009233417989,0.241519390177777,0.115009233417989,0.0345027700253968,0.0143761541772487,0.0345027700253968,0.0143761541772487,0.0345027700253968,0.0115009233417989,0.0690055400507935,0.0402532316962962,0.115009233417989,0.345027700253968,0.0862569250634919,0.0402532316962962,0.120759695088889,0.0575046167089946,0.0345027700253968,0.0230018466835978
