scenario,pd_2,qd_2,pd_3,qd_3,pd_4,qd_4,pd_5,qd_5,pd_6,qd_6,pd_7,qd_7,pd_8,qd_8,pd_9,qd_9,pd_10,qd_10,pd_11,qd_11,pd_12,qd_12,pd_13,qd_13,pd_14,qd_14,pd_15,qd_15,pd_16,qd_16,pd_17,qd_17,pd_18,qd_18,pd_19,qd_19,pd_20,qd_20,pd_21,qd_21,pd_22,qd_22,pd_23,qd_23,pd_24,qd_24,pd_25,qd_25,pd_26,qd_26,pd_27,qd_27,pd_28,qd_28,pd_29,qd_29,pd_30,qd_30,pd_31,qd_31,pd_32,qd_32,pd_33,qd_33
1,0.0695646447063463,0.0417387868238078,0.0626081802357117,0.0278258578825385,0.0834775736476156,0.055651715765077,0.0417387868238078,0.0208693934119039,0.0417387868238078,0.0139129289412693,0.139129289412693,0.0695646447063463,0.139129289412693,0.0695646447063463,0.0417387868238078,0.0139129289412693,0.0417387868238078,0.0139129289412693,0.0313040901178558,0.0208693934119039,0.0417387868238078,0.0243476256472212,0.0417387868238078,0.0243476256472212,0.0834775736476156,0.055651715765077,0.0417387868238078,0.00695646447063463,0.0417387868238078,0.0139129289412693,0.0417387868238078,0.0139129289412693,0.0626081802357117,0.0278258578825385,0.0626081802357117,0.0278258578825385,0.0626081802357117,0.0278258578825385,0.0626081802357117,0.0278258578825385,0.0626081802357117,0.0278258578825385,0.0626081802357117,0.0347823223531732,0.292171507766654,0.139129289412693,0.292171507766654,0.139129289412693,0.0417387868238078,0.0173911611765866,0.0417387868238078,0.0173911611765866,0.0417387868238078,0.0139129289412693,0.0834775736476156,0.0486952512944424,0.139129289412693,0.417387868238078,0.104346967059519,0.0486952512944424,0.146085753883327,0.0695646447063463,0.0417387868238078,0.0278258578825385
2,0.0594815534310223,0.0356889320586134,0.0535333980879201,0.0237926213724089,0.0713778641172268,0.0475852427448178,0.0356889320586134,0.0178444660293067,0.0356889320586134,0.0118963106862045,0.118963106862045,0.0594815534310223,0.118963106862045,0.0594815534310223,0.0356889320586134,0.0118963106862045,0.0356889320586134,0.0118963106862045,0.02676669904396,0.0178444660293067,0.0356889320586134,0.0208185437008578,0.0356889320586134,0.0208185437008578,0.0713778641172268,0.0475852427448178,0.0356889320586134,0.00594815534310223,0.0356889320586134,0.0118963106862045,0.0356889320586134,0.0118963106862045,0.0535333980879201,0.0237926213724089,0.0535333980879201,0.0237926213724089,0.0535333980879201,0.0237926213724089,0.0535333980879201,0.0237926213724089,0.0535333980879201,0.0237926213724089,0.0535333980879201,0.0297407767155112,0.249822524410294,0.118963106862045,0.249822524410294,0.118963106862045,0.0356889320586134,0.0148703883577556,0.0356889320586134,0.0148703883577556,0.0356889320586134,0.0118963106862045,0.0713778641172268,0.0416370874017156,0.118963106862045,0.356889320586134,0.0892223301465335,0.0416370874017156,0.124911262205147,0.0594815534310223,0.0356889320586134,0.0237926213724089
3,0.0548903121750885,0.0329341873050531,0.0494012809575796,0.0219561248700354,0.0658683746101062,0.0439122497400708,0.0329341873050531,0.0164670936525265,0.0329341873050531,0.0109780624350177,0.109780624350177,0.0548903121750885,0.109780624350177,0.0548903121750885,0.0329341873050531,0.0109780624350177,0.0329341873050531,0.0109780624350177,0.0247006404787898,0.0164670936525265,0.0329341873050531,0.019211609261281,0.0329341873050531,0.019211609261281,0.0658683746101062,0.0439122497400708,0.0329341873050531,0.00548903121750885,0.0329341873050531,0.0109780624350177,0.0329341873050531,0.0109780624350177,0.0494012809575796,0.0219561248700354,0.0494012809575796,0.0219561248700354,0.0494012809575796,0.0219561248700354,0.0494012809575796,0.0219561248700354,0.0494012809575796,0.0219561248700354,0.0494012809575796,0.0274451560875442,0.230539311135372,0.109780624350177,0.230539311135372,0.109780624350177,0.0329341873050531,0.0137225780437721,0.0329341873050531,0.0137225780437721,0.0329341873050531,0.0109780624350177,0.0658683746101062,0.038423218522562,0.109780624350177,0.329341873050531,0.0823354682626327,0.038423218522562,0.115269655567686,0.0548903121750885,0.0329341873050531,0.0219561248700354
4,0.0920268205353402,0.0552160923212041,0.0828241384818062,0.0368107282141361,0.110432184642408,0.0736214564282722,0.0552160923212041,0.0276080461606021,0.0552160923212041,0.018405364107068,0.18405364107068,0.0920268205353402,0.18405364107068,0.0920268205353402,0.0552160923212041,0.018405364107068,0.0552160923212041,0.018405364107068,0.0414120692409031,0.0276080461606021,0.0552160923212041,0.0322093871873691,0.0552160923212041,0.0322093871873691,0.110432184642408,0.0736214564282722,0.0552160923212041,0.00920268205353402,0.0552160923212041,0.018405364107068,0.0552160923212041,0.018405364107068,0.0828241384818062,0.0368107282141361,0.0828241384818062,0.0368107282141361,0.0828241384818062,0.0368107282141361,0.0828241384818062,0.0368107282141361,0.0828241384818062,0.0368107282141361,0.0828241384818062,0.0460134102676701,0.386512646248429,0.18405364107068,0.386512646248429,0.18405364107068,0.0552160923212041,0.0230067051338351,0.0552160923212041,0.0230067051338351,0.0552160923212041,0.018405364107068,0.110432184642408,0.0644187743747382,0.18405364107068,0.552160923212041,0.13804023080301,0.0644187743747382,0.193256323124214,0.0920268205353402,0.0552160923212041,0.0368107282141361
5,0.0555682691158844,0.0333409614695306,0.050011442204296,0.0222273076463538,0.0666819229390613,0.0444546152927075,0.0333409614695306,0.0166704807347653,0.0333409614695306,0.0111136538231769,0.111136538231769,0.0555682691158844,0.111136538231769,0.0555682691158844,0.0333409614695306,0.0111136538231769,0.0333409614695306,0.0111136538231769,0.025005721102148,0.0166704807347653,0.0333409614695306,0.0194488941905595,0.0333409614695306,0.0194488941905595,0.0666819229390613,0.0444546152927075,0.0333409614695306,0.00555682691158844,0.0333409614695306,0.0111136538231769,0.0333409614695306,0.0111136538231769,0.050011442204296,0.0222273076463538,0.050011442204296,0.0222273076463538,0.050011442204296,0.0222273076463538,0.050011442204296,0.0222273076463538,0.050011442204296,0.0222273076463538,0.050011442204296,0.0277841345579422,0.233386730286714,0.111136538231769,0.233386730286714,0.111136538231769,0.0333409614695306,0.0138920672789711,0.0333409614695306,0.0138920672789711,0.0333409614695306,0.0111136538231769,0.0666819229390613,0.0388977883811191,0.111136538231769,0.333409614695306,0.0833524036738266,0.0388977883811191,0.116693365143357,0.0555682691158844,0.0333409614695306,0.0222273076463538
6,0.0482587995889604,0.0289552797533762,0.0434329196300644,0.0193035198355842,0.0579105595067525,0.0386070396711683,0.0289552797533762,0.0144776398766881,0.0289552797533762,0.00965175991779208,0.0965175991779208,0.0482587995889604,0.0965175991779208,0.0482587995889604,0.0289552797533762,0.00965175991779208,0.0289552797533762,0.00965175991779208,0.0217164598150322,0.0144776398766881,0.0289552797533762,0.0168905798561361,0.0289552797533762,0.0168905798561361,0.0579105595067525,0.0386070396711683,0.0289552797533762,0.00482587995889604,0.0289552797533762,0.00965175991779208,0.0289552797533762,0.00965175991779208,0.0434329196300644,0.0193035198355842,0.0434329196300644,0.0193035198355842,0.0434329196300644,0.0193035198355842,0.0434329196300644,0.0193035198355842,0.0434329196300644,0.0193035198355842,0.0434329196300644,0.0241293997944802,0.202686958273634,0.0965175991779208,0.202686958273634,0.0965175991779208,0.0289552797533762,0.0120646998972401,0.0289552797533762,0.0120646998972401,0.0289552797533762,0.00965175991779208,0.0579105595067525,0.0337811597122723,0.0965175991779208,0.289552797533762,0.0723881993834406,0.0337811597122723,0.101343479136817,0.0482587995889604,0.0289552797533762,0.0193035198355842
7,0.0763706003205763,0.0458223601923458,0.0687335402885187,0.0305482401282305,0.0916447203846916,0.061096480256461,0.0458223601923458,0.0229111800961729,0.0458223601923458,0.0152741200641153,0.152741200641153,0.0763706003205763,0.152741200641153,0.0763706003205763,0.0458223601923458,0.0152741200641153,0.0458223601923458,0.0152741200641153,0.0343667701442593,0.0229111800961729,0.0458223601923458,0.0267297101122017,0.0458223601923458,0.0267297101122017,0.0916447203846916,0.061096480256461,0.0458223601923458,0.00763706003205763,0.0458223601923458,0.0152741200641153,0.0458223601923458,0.0152741200641153,0.0687335402885187,0.0305482401282305,0.0687335402885187,0.0305482401282305,0.0687335402885187,0.0305482401282305,0.0687335402885187,0.0305482401282305,0.0687335402885187,0.0305482401282305,0.0687335402885187,0.0381853001602881,0.32075652134642,0.152741200641153,0.32075652134642,0.152741200641153,0.0458223601923458,0.0190926500801441,0.0458223601923458,0.0190926500801441,0.0458223601923458,0.0152741200641153,0.0916447203846916,0.0534594202244034,0.152741200641153,0.458223601923458,0.114555900480864,0.0534594202244034,0.16037826067321,0.0763706003205763,0.0458223601923458,0.0305482401282305
8,0.0463400628853132,0.0278040377311879,0.0417060565967819,0.0185360251541253,0.0556080754623758,0.0370720503082506,0.0278040377311879,0.013902018865594,0.0278040377311879,0.00926801257706264,0.0926801257706264,0.0463400628853132,0.0926801257706264,0.0463400628853132,0.0278040377311879,0.00926801257706264,0.0278040377311879,0.00926801257706264,0.0208530282983909,0.013902018865594,0.0278040377311879,0.0162190220098596,0.0278040377311879,0.0162190220098596,0.0556080754623758,0.0370720503082506,0.0278040377311879,0.00463400628853132,0.0278040377311879,0.00926801257706264,0.0278040377311879,0.00926801257706264,0.0417060565967819,0.0185360251541253,0.0417060565967819,0.0185360251541253,0.0417060565967819,0.0185360251541253,0.0417060565967819,0.0185360251541253,0.0417060565967819,0.0185360251541253,0.0417060565967819,0.0231700314426566,0.194628264118315,0.0926801257706264,0.194628264118315,0.0926801257706264,0.0278040377311879,0.0115850157213283,0.0278040377311879,0.0115850157213283,0.0278040377311879,0.00926801257706264,0.0556080754623758,0.0324380440197192,0.0926801257706264,0.278040377311879,0.0695100943279698,0.0324380440197192,0.0973141320591577,0.0463400628853132,0.0278040377311879,0.0185360251541253
9,0.0663723386470814,0.0398234031882488,0.0597351047823733,0.0265489354588326,0.0796468063764977,0.0530978709176651,0.0398234031882488,0.0199117015941244,0.0398234031882488,0.0132744677294163,0.132744677294163,0.0663723386470814,0.132744677294163,0.0663723386470814,0.0398234031882488,0.0132744677294163,0.0398234031882488,0.0132744677294163,0.0298675523911866,0.0199117015941244,0.0398234031882488,0.0232303185264785,0.0398234031882488,0.0232303185264785,0.0796468063764977,0.0530978709176651,0.0398234031882488,0.00663723386470814,0.0398234031882488,0.0132744677294163,0.0398234031882488,0.0132744677294163,0.0597351047823733,0.0265489354588326,0.0597351047823733,0.0265489354588326,0.0597351047823733,0.0265489354588326,0.0597351047823733,0.0265489354588326,0.0597351047823733,0.0265489354588326,0.0597351047823733,0.0331861693235407,0.278763822317742,0.132744677294163,0.278763822317742,0.132744677294163,0.0398234031882488,0.0165930846617704,0.0398234031882488,0.0165930846617704,0.0398234031882488,0.0132744677294163,0.0796468063764977,0.046460637052957,0.132744677294163,0.398234031882488,0.0995585079706221,0.046460637052957,0.139381911158871,0.0663723386470814,0.0398234031882488,0.0265489354588326
10,0.0651470762939315,0.0390882457763589,0.0586323686645384,0.0260588305175726,0.0781764915527178,0.0521176610351452,0.0390882457763589,0.0195441228881795,0.0390882457763589,0.0130294152587863,0.130294152587863,0.0651470762939315,0.130294152587863,0.0651470762939315,0.0390882457763589,0.0130294152587863,0.0390882457763589,0.0130294152587863,0.0293161843322692,0.0195441228881795,0.0390882457763589,0.022801476702876,0.0390882457763589,0.022801476702876,0.0781764915527178,0.0521176610351452,0.0390882457763589,0.00651470762939315,0.0390882457763589,0.0130294152587863,0.0390882457763589,0.0130294152587863,0.0586323686645384,0.0260588305175726,0.0586323686645384,0.0260588305175726,0.0586323686645384,0.0260588305175726,0.0586323686645384,0.0260588305175726,0.0586323686645384,0.0260588305175726,0.0586323686645384,0.0325735381469658,0.273617720434512,0.130294152587863,0.273617720434512,0.130294152587863,0.0390882457763589,0.0162867690734829,0.0390882457763589,0.0162867690734829,0.0390882457763589,0.0130294152587863,0.0781764915527178,0.0456029534057521,0.130294152587863,0.390882457763589,0.0977206144408973,0.0456029534057521,0.136808860217256,0.0651470762939315,0.0390882457763589,0.0260588305175726
